id,class,year,main,instructor-categories, similarity_score, usefulness_score, stakeholders, context
1,cogs120,2020,"Airport users who have layovers need to traverse an unfamiliar setting to find their next destination in a timely manner while ensuring that their desires for food, rest and entertainment are met.",0.7,1,airport users, airport 
2,cogs120,2020,Our app intends to present a centralized database for board/card games where users can search and find instructions for games.,
3,cogs120,2020,"Drivers want to be more involved in their vehicle’s functioning, able to identify warning signals and gauge how to handle particular problems.",
4,cogs120,2020,"When thinking about choreographing a set for a dance performance, it is hard to imagine what the movement of the dancers will look like when music is played. Having a way to visualize clearly where the dancers are supposed to go in time with the music would allow for a more efficient collaborative creative process of set building.",
5,cogs120,2020,Lack of access to class resources and the expenses of textbooks could hinder a student's learning experience. Presenting an online platform for students to share or ask for whatever class material they have or need can enable students to receive the information they need.,
6,cogs120,2020,Peer-based review websites can be more genuine and need-specific with more verification tools and communication options in order to ensure trust between students using the app and reviewers sharing their experiences and opinions.,
7,cogs120,2020,Instructors and students have problems communicating efficiently and simultaneously via instant feedback in a mass lecture environment.,
8,cogs120,2020,"Coordinating schedules gets exponentially harder with each person that’s involved in a course. Thus, presenting users with an efficient way to schedule in-person meetings between students and course staff can offer a more effective and efficient use of everyone’s time.",
9,cogs120,2020,Get the experience of being in a small school while still in your large lecture hall. Easily share resources with classmates to facilitate collaboration and sharing the workload.,
10,cogs120,2020,Need a new outfit and don’t have money to shop for one? Just borrow them.,
11,cogs120,2020,Preparing a meal should not require a user to overexert themselves and cause distress,
12,cogs120,2020,"To hold oneself more accountable for their eco-friendly goals, people should be able to see their progress over time and be encouraged by the quantified change they are making.",
13,cogs120,2020,"Our team is going to build a web app that influences emotions using mobile devices. By the incorporation of visual, auditory cues and other exercises. Intended for users that want to shift their current emotional state.",
14,cogs120,2020,Obtaining informative and helpful feedback on one’s work can be difficult and frustrating with comments that aren’t productive. Creators need an effective way of facilitating fruitful feedback amongst each other.,
15,cogs120,2020,"People often don’t have a clear idea about their consumption habits. To reduce inconvenience in recording their consumption history, there should be an efficient way for people to record their consumption history and allow people to customize their plans.",
16,cogs120,2020,Accessing relevant financial data is more difficult than it needs to be. Having relevant information delivered to you is also more difficult than it has to be.,
17,cogs120,2020,Prevent overspending by taking careful precautions to monitor spending on a micro-level.,
18,cogs120,2020,It is important for consumers to know the ingredients and macros that make the layers of their boba milk tea to help choose their perfect drink.,
19,cogs120,2020,"Keeping track of what food you have and what food you want to share with others, whether in a shared living space or another accomodation, is difficult to organize. By presenting users with information on their household food inventory and allowing them to switch between personal and shared inventory, users can minimize waste and save money",
20,cogs120,2020,It is easy to forget what food-related items you have in your home; there may be things hidden in the back of your fridge or in your cupboard that you forgot about. By keeping track we will never forget about an expiring item or accidentally buy more than what we need again!,
21,cogs120,2020,"Users often have issues determining what is in their refrigerator and organizing it. As a result, presenting users with organized information about what they have in their refrigerator and what they can do with these items would help them be effective in organizing their items while saving time.",
22,cogs120,2020,"Tracking groceries can help users to be more conscious of what they already have and prevent food waste. Moreover, it will be helpful for users who share a fridge with others because they will be aware of food purchased by others. The app evolved from focusing on single user’s behavior on grocery shopping to multiple users’ sharing lifestyle. The other core interaction in the app is to help users utilize the food in order to prevent food waste. Not only will they be aware of food waste they were also offered a solution to solve it. The user base for this app is for everybody especially those who enjoy cooking at home or sharing a fridge with other people.",
23,cogs120,2020,"Modern games make it easy to connect to millions of other players, but the shallow connections you make online rarely evolve into meaningful friendships. A platform that encourages players to be more social with one another can improve the quality of connections they make through gaming",
24,cogs120,2020,A centralized location with visual techniques and progress tracking allows users to learn and improve their video game performance,
25,cogs120,2020,help individuals to know when and how they should care for their garden to enable a more enjoyable gardening experience.,
26,cogs120,2020,Our app aims to help beginner users build confidence by providing personalized guidance so they can improve at the gym.,
27,cogs120,2020,In a gym setting there exist certain social stigmas that can discourage new patrons from asking their peers for help. This illustrates the need for a more connected gym experience and the facilitation of meaningful and educational peer-to-peer interactions.,
28,cogs120,2020,"Working out is a social and rewarding experience that can be shared with your friends and family. By leveraging the collaboration with others, one can more effectively commit and follow through with their workouts.",
29,cogs120,2020,Promoting an enjoyable and goal-oriented experience when working out.,
30,cogs120,2020,Connecting with others of varying exercise experience is too difficult.,
31,cogs120,2020,"People often skip meals or eat late because of busywork. By designing a virtual diet assistant experience, we help and encourage users to maintain a regular and healthy diet every day.",
32,cogs120,2020,Individuals with dietary restrictions at University of California San Diego struggle to efficiently determine what foods are safe to eat everyday,
33,cogs120,2020,"People intending to live a healthy lifestyle would need a healthy diet to help achieve their goals more efficiently. However, these meals should also be tasty and easy to make at the same time.",
34,cogs120,2020,College students should be able to customize and track the progress of their amount of daily exercise and food consumption (amount of calories burned/intake) in order to maintain a healthy lifestyle. Such plans should be able to satisfy different needs,
35,cogs120,2020,build a healthy household dynamic by collectively maintaining a comfortable and tidy home,
36,cogs120,2020,"Living with others is difficult when there isn’t an organized system to track what others are contributing to the household. By keeping track of tasks people have done in an organized manner, the Roommate App aims to improve your living situation.",
37,cogs120,2020,Roommates need a way to keep track and organize chores in order to keep each other accountable and prevent conflict & have a centralized spot to communicate and share personal items,
38,cogs120,2020,"It’s important to stay hydrated, however, it’s hard to remember to drink a healthy amount of water daily. If there were a fun and interactive way to get reminded via friends, it could help people remember to drink water throughout the day.",
39,cogs120,2020,"through better feedback, effective mentorship, and positive reinforcement, we can reduce confusion and frustration inherent in learning how to play a new instrument",
40,cogs120,2020,"Providing users with content that is useful, interactive, and personalized will help create deeper connections to language and its potential uses in real life situations.",
41,cogs120,2020,Learners need a way to be organized when learning and scheduling their day more effectively,
42,cogs120,2020,People can help others find something they lost in a convenient and time-efficient way within UCSD.,
43,cogs120,2020,Most of us want to remember the good things happen to us or around us that make us happy in order to stay positive and delightful. This can be achieve by having a readily access of the happy memories that we have so that we can view them whenever we want to.,
44,cogs120,2020,"Nowadays, people have fewer chances to meet physically and deepen their social connections. Hence, a tool that helps people spend and remember their quality time with each other can satisfy this social need.",
